case_id,DSC_1,HD_1,HD95_1,ASSD_1,RVE_1,NSD_1,NLesions_1,MissedLesions_1
r023s002,0.7687,41.19,4.88,1.22,0.0338,0.66,6,3
r023s003,0.8602,18.99,3.6,0.84,0.0039,0.7602,11,8
r023s004,0.4919,13.45,8.5,1.82,0.6619,0.4064,1,0
r023s005,0.811,20.85,7.67,2.24,0.1294,0.3865,1,0
r023s006,0.9151,7.36,1.46,0.48,0.0136,0.8661,1,0
r023s007,0.7023,64.88,4.95,1.48,0.3762,0.6342,2,1
r023s008,0.9492,10.14,1.95,0.57,0.0306,0.8366,3,1
r023s009,0.905,35.01,5.48,1.36,0.0595,0.7498,3,2
r023s010,0.7709,14.26,6.75,1.05,0.2659,0.773,1,0
r023s011,0.6542,57.61,55.36,7.86,0.4661,0.6464,2,1
r023s014,0.7236,5.25,1.95,0.74,0.4287,0.691,2,1
r023s015,0.5134,38.4,29.59,5.13,0.6272,0.4491,2,1
r023s016,0.8789,17.31,4.54,1.12,0.0243,0.644,2,1
r023s017,0.9028,6.57,2.65,0.67,0.0768,0.7839,1,0
r024s001,0.8752,2.0,1.0,0.35,0.0802,0.9718,1,0
r024s002,0.8878,84.56,3.61,1.21,0.0626,0.7079,14,11
r024s003,0.7975,32.8,4.12,1.03,0.126,0.7777,4,1
r024s004,0.7785,7.0,3.0,0.75,0.226,0.8074,1,0
r024s005,0.9044,6.4,2.24,0.67,0.06,0.8268,1,0
r024s006,0.7698,6.0,1.41,0.48,0.0491,0.9212,3,0
r024s007,0.5443,16.12,13.29,4.05,0.0433,0.6274,3,1
r024s008,0.7028,54.13,45.32,7.85,0.294,0.7238,3,0
r024s009,0.8745,16.43,2.24,0.7,0.0406,0.8011,2,1
r024s010,0.8838,16.52,4.0,1.04,0.075,0.7404,3,1
r024s011,0.8149,10.1,3.0,0.65,0.1615,0.8469,2,0
r024s012,0.6114,3.61,2.0,0.77,0.1893,0.7553,1,0
r024s013,0.7428,4.12,1.73,0.47,0.3149,0.8891,1,0
r024s014,0.6642,64.01,7.81,3.9,0.3441,0.7227,4,0
r024s015,0.0,8.37,7.45,4.06,0.7966,0.0,1,1
r024s016,0.7655,17.03,6.71,1.63,0.2428,0.5736,18,15
r024s017,0.7339,12.25,4.12,0.94,0.0103,0.779,3,0
r024s018,0.8591,6.16,2.0,0.49,0.0399,0.906,7,1
r024s019,0.8727,31.78,4.12,1.13,0.109,0.6827,7,5
r024s020,0.7082,3.16,1.73,0.58,0.2488,0.7842,1,0
r024s021,0.7289,6.16,2.24,0.73,0.4466,0.7823,1,0
r027s001,0.8001,3.81,2.19,0.63,0.1952,0.7855,2,0
r027s002,0.8079,13.13,4.0,0.98,0.2312,0.7262,3,0
r027s006,0.6489,14.0,11.36,2.04,0.944,0.703,1,0
r027s009,0.8961,25.1,2.37,0.74,0.168,0.7318,1,0
r027s012,0.8968,8.49,1.27,0.32,0.1115,0.935,1,0
r027s013,0.8611,6.0,1.8,0.35,0.2009,0.9162,1,0
r027s014,0.9276,9.25,2.37,0.61,0.0657,0.8013,2,0
r027s015,0.813,4.49,2.37,0.66,0.3748,0.8039,1,0
r027s017,0.9011,6.6,1.8,0.32,0.0508,0.92,1,0
r027s019,0.8928,12.25,3.23,0.85,0.1163,0.7187,1,0
r027s023,0.8584,6.71,2.69,0.72,0.0838,0.735,1,0
r027s026,0.5305,7.13,4.1,0.85,0.5412,0.7059,4,0
r027s028,0.8472,11.04,6.35,0.95,0.1482,0.7799,1,0
r027s029,0.8329,12.21,3.61,0.92,0.0375,0.7772,2,0
r027s030,0.7392,10.05,5.0,1.11,0.1495,0.7703,1,0
r027s031,0.8914,7.68,2.45,0.75,0.1275,0.7998,1,0
r027s032,0.7953,3.16,1.41,0.43,0.1022,0.9311,1,0
r027s033,0.2218,31.46,24.27,5.34,4.7933,0.379,5,0
r027s035,0.8532,5.92,2.24,0.78,0.2618,0.8021,2,0
r027s037,0.8401,9.64,3.74,1.12,0.3237,0.6845,1,0
r027s041,0.7746,6.4,1.41,0.34,0.1361,0.9436,1,0
r027s042,0.7265,39.84,26.17,3.31,0.1606,0.7453,2,0
r027s046,0.8877,35.93,4.0,1.03,0.1705,0.7353,2,1
r027s047,0.8898,4.12,1.41,0.5,0.1672,0.9096,1,0
r027s048,0.8888,31.34,4.12,1.17,0.0403,0.712,1,0
r027s050,0.8489,4.12,2.0,0.55,0.1088,0.8787,1,0
r027s051,0.899,9.49,3.61,0.94,0.0576,0.7622,1,0
r027s052,0.7697,5.2,3.0,0.54,0.1616,0.8427,2,0
r027s053,0.932,9.64,2.24,0.77,0.0548,0.7915,1,0
r027s054,0.7322,2.83,1.41,0.37,0.6601,0.9352,1,0
r027s057,0.9514,6.4,1.73,0.48,0.0333,0.8969,1,0
r027s058,0.8969,2.45,1.0,0.27,0.0383,0.9803,1,0
r028s001,0.896,10.2,2.45,0.69,0.1701,0.8539,1,0
r028s002,0.7396,25.5,3.74,0.94,0.0148,0.7618,2,0
r028s003,0.7894,7.35,1.73,0.52,0.0119,0.8892,1,0
r028s004,0.734,9.38,5.83,1.15,0.5342,0.7313,2,0
r028s005,0.7455,4.58,2.0,0.52,0.0244,0.8845,1,0
r028s006,0.9165,19.8,1.0,0.36,0.0179,0.9541,1,0
r028s007,0.8523,5.0,1.41,0.35,0.077,0.9487,3,0
r028s008,0.9049,14.28,3.0,0.75,0.042,0.8678,1,0
r028s009,0.8289,4.69,2.0,0.55,0.1489,0.8762,1,0
r028s010,0.8708,9.22,2.83,0.8,0.1797,0.7888,1,0
r028s011,0.7892,2.24,1.0,0.32,0.15,0.9536,1,0
r028s012,0.7288,6.16,3.32,0.89,0.3191,0.7777,1,0
r028s013,0.8293,10.44,2.24,0.56,0.0815,0.8964,1,0
r028s014,0.6686,18.19,12.65,2.24,0.2086,0.6964,1,0
r028s015,0.7897,4.12,1.73,0.45,0.2178,0.8945,2,0
r028s016,0.7482,16.73,5.39,1.6,0.3338,0.6093,1,0
r028s017,0.5749,10.49,4.24,0.98,0.5209,0.6782,2,0
r028s018,0.8329,1.41,1.0,0.27,0.1024,0.9845,1,0
r028s019,0.8341,3.74,1.41,0.36,0.0576,0.9367,1,0
r028s020,0.8846,6.48,2.0,0.59,0.0236,0.858,1,0
r028s021,0.9325,10.2,2.83,0.86,0.0748,0.752,2,0
r028s022,0.887,6.48,2.95,0.75,0.0046,0.7877,1,0
r028s023,0.871,9.43,3.32,0.82,0.119,0.7864,1,0
r028s024,0.7833,3.74,1.41,0.37,0.3029,0.9382,2,0
r028s025,0.8934,9.85,3.61,0.95,0.1656,0.7449,1,0
r028s026,0.7525,4.24,2.0,0.54,0.1079,0.8685,5,0
r029s001,0.7401,9.06,4.0,0.86,0.3169,0.742,2,0
r029s002,0.8264,24.6,1.41,0.93,0.0135,0.9101,3,0
r029s003,0.8865,11.58,3.74,1.01,0.0919,0.7334,2,1
r029s004,0.7863,51.28,4.69,1.51,0.1065,0.7423,8,4
r029s005,0.0,57.78,32.0,23.03,0.0621,0.0,8,8
r029s006,0.9212,17.12,3.16,0.92,0.0107,0.7699,2,0
r029s007,0.8001,14.35,5.84,1.26,0.2329,0.6883,3,0
r029s008,0.8131,3.74,1.73,0.46,0.2215,0.8918,2,0
r029s009,0.7502,5.48,2.45,0.55,0.2738,0.8286,2,0
r029s010,0.5043,51.55,49.71,9.84,0.6376,0.6204,3,1
r030s002,0.8913,12.04,4.58,0.82,0.0508,0.8144,2,1
r030s003,0.8014,40.22,9.97,2.38,0.086,0.8231,5,3
r030s004,0.9216,24.37,3.0,0.85,0.076,0.8602,2,1
r030s005,0.9433,10.49,2.24,0.62,0.0157,0.8533,1,0
r030s007,0.8095,12.88,3.16,0.82,0.1082,0.7885,2,1
r030s011,0.9111,14.35,2.24,0.56,0.034,0.8638,2,1
r030s013,0.3989,40.2,35.82,5.33,1.9482,0.465,8,2
r030s014,0.9088,8.0,2.0,0.5,0.0346,0.8929,2,1
r030s015,0.8343,3.0,1.0,0.27,0.079,0.9559,1,0
r030s017,0.926,42.39,2.24,0.64,0.014,0.8479,3,2
r030s019,0.8679,50.46,1.41,0.73,0.0143,0.9463,6,2
r030s020,0.6558,43.14,22.03,3.9,0.0218,0.7234,7,4
r030s021,0.9333,7.28,1.41,0.38,0.0467,0.9339,2,1
r030s022,0.7393,12.69,7.14,1.52,0.0025,0.6721,3,0
r030s023,0.825,30.25,6.78,1.36,0.2353,0.7814,8,3
r031s001,0.8586,19.31,4.47,1.26,0.2741,0.6908,2,1
r031s002,0.854,5.0,1.41,0.58,0.1768,0.8847,1,0
r031s003,0.8391,21.12,4.47,0.96,0.1573,0.8211,4,2
r031s004,0.5542,32.16,26.09,4.29,0.5995,0.5624,8,2
r031s005,0.4724,20.83,13.93,2.08,0.2639,0.5995,5,0
r031s006,0.7904,8.6,3.32,0.88,0.1108,0.7569,1,0
r031s007,0.6888,18.28,5.74,1.77,0.8581,0.5247,5,0
r031s008,0.8239,11.45,2.0,0.65,0.2328,0.9052,1,0
r031s009,0.8028,25.51,8.54,1.68,0.1416,0.651,2,1
r031s010,0.6105,36.18,27.0,2.67,0.9583,0.6504,5,0
r031s011,0.205,40.27,25.99,5.23,0.8535,0.241,10,3
r031s012,0.8354,4.47,2.0,0.55,0.1223,0.8715,1,0
r031s013,0.898,67.23,5.1,1.87,0.0277,0.6867,3,2
r031s014,0.5636,18.81,13.45,2.05,0.5214,0.6366,2,0
r031s015,0.7039,98.41,7.0,1.37,0.1645,0.8378,10,4
r031s016,0.8978,2.83,1.0,0.29,0.1314,0.9776,1,0
r031s017,0.7922,2.45,1.0,0.34,0.39,0.9541,4,0
r031s018,0.844,7.81,3.0,0.61,0.0955,0.8669,3,0
r031s019,0.8787,6.0,1.41,0.37,0.1346,0.9347,3,0
r031s020,0.8768,34.01,16.96,1.68,0.0824,0.9174,3,1
r031s021,0.8307,4.12,1.41,0.34,0.039,0.9326,1,0
r031s022,0.9355,17.29,2.83,0.84,0.0657,0.7539,3,1
r031s023,0.8823,14.63,1.0,0.47,0.1911,0.9667,2,0
r031s024,0.7467,34.5,9.43,1.82,0.3879,0.673,2,1
r031s025,0.189,31.8,26.7,6.42,0.8943,0.125,8,5
r031s026,0.8952,5.0,1.0,0.28,0.0371,0.9602,1,0
r031s027,0.8495,4.12,1.41,0.4,0.0437,0.9452,1,0
r031s028,0.8195,13.34,5.1,0.95,0.1874,0.7866,4,1
r031s029,0.8681,8.25,1.41,0.47,0.1093,0.9225,6,0
r031s030,0.7994,10.82,4.12,1.37,0.3547,0.579,1,0
r031s031,0.6644,9.8,5.85,1.26,0.3927,0.6788,1,0
r031s032,0.6991,15.17,2.45,0.68,0.3397,0.8735,3,0
r031s033,0.8815,8.37,2.0,0.52,0.0266,0.8806,1,0
r031s034,0.9132,14.42,4.12,0.95,0.0904,0.7657,1,0
r031s035,0.845,24.9,6.16,1.41,0.1464,0.7613,1,0
r031s036,0.7103,28.88,2.83,0.86,0.4646,0.7698,6,0
r031s037,0.7407,11.22,6.8,1.19,0.1493,0.7807,3,0
r032s005,0.8213,47.36,9.04,2.3,0.27,0.6226,1,0
r032s007,0.8343,47.15,3.98,0.76,0.232,0.8065,1,0
r032s008,0.8129,3.66,3.0,0.54,0.0483,0.8591,1,0
r032s010,0.8936,9.38,1.88,0.34,0.1183,0.9288,2,0
r032s013,0.8846,88.25,86.69,8.38,0.1801,0.8715,2,1
r032s014,0.6159,43.12,7.38,2.14,0.1735,0.5923,5,2
r032s018,0.6939,37.76,34.62,4.67,0.8134,0.7251,2,1
r032s019,0.801,32.36,10.53,2.33,0.3057,0.5604,2,0
r032s020,0.5421,23.81,14.18,4.51,0.2271,0.2552,1,0
r032s023,0.8324,4.22,1.33,0.31,0.3184,0.9401,2,0
r032s024,0.9022,32.28,6.07,1.3,0.0843,0.7472,1,0
r032s025,0.9012,11.26,3.54,0.96,0.0035,0.7191,2,0
r032s027,0.2407,17.69,16.37,3.82,0.8632,0.2914,1,0
r032s028,0.8181,192.39,3.75,1.99,0.1203,0.7431,2,1
r032s030,0.9105,19.89,5.3,1.11,0.1389,0.7559,2,0
r032s031,0.9404,44.8,2.81,1.03,0.0591,0.8541,2,1
r032s032,0.6823,17.94,10.01,2.54,0.3777,0.4485,1,0
r032s033,0.1901,36.57,28.84,6.66,0.8902,0.2037,1,0
r032s034,0.6338,21.04,10.58,2.67,0.5299,0.5295,3,1
r032s037,0.4298,79.36,39.97,9.53,1.3566,0.4684,4,2
r032s038,0.8726,25.6,5.57,1.52,0.0745,0.6053,1,0
r032s039,0.6468,9.93,5.7,1.15,0.8251,0.6991,2,0
r032s040,0.8181,12.05,4.69,0.96,0.1093,0.7594,1,0
r032s041,0.9243,24.38,4.52,1.2,0.0029,0.7542,1,0
r032s043,0.9127,43.32,3.54,1.07,0.1316,0.7078,2,1
r032s045,0.6725,29.33,20.38,3.21,0.5272,0.7121,1,0
r032s046,0.9181,16.27,3.38,0.95,0.0211,0.738,1,0
r032s048,0.8011,11.3,4.78,1.04,0.0954,0.7432,1,0
r032s050,0.719,43.39,34.95,6.01,0.014,0.7686,7,1
r032s051,0.7056,4.8,2.81,0.66,0.1388,0.8114,4,0
r032s052,0.4717,11.78,9.39,1.93,1.8618,0.55,2,0
r032s053,0.7773,50.0,42.12,5.19,0.2753,0.8335,8,2
r032s054,0.8831,15.0,4.19,0.96,0.0054,0.7882,1,0
r032s055,0.4887,65.0,62.37,14.17,0.6566,0.6341,3,1
r032s056,0.3048,43.99,27.08,7.62,0.8065,0.1943,2,0
r032s057,0.0,,,,1.0,,5,5
r032s058,0.7169,15.86,4.8,0.97,0.0072,0.7801,6,1
r033s004,0.8246,8.06,3.74,0.91,0.1983,0.7665,2,0
r033s006,0.829,8.06,3.16,0.93,0.1391,0.7211,2,0
r034s003,0.7815,19.34,5.2,1.38,0.0579,0.674,4,0
r034s006,0.8273,13.75,5.0,0.83,0.0866,0.8902,8,2
r034s007,0.9161,14.46,3.0,0.67,0.0263,0.8659,2,1
r034s008,0.7913,4.58,1.73,0.46,0.2069,0.9027,1,0
r034s009,0.8649,12.53,2.24,0.64,0.0765,0.8754,1,0
r034s010,0.7923,4.69,2.45,0.42,0.2317,0.9216,1,0
r034s011,0.8248,5.48,2.0,0.53,0.0913,0.8843,1,0
r034s012,0.5994,10.82,7.28,1.2,0.545,0.7041,2,0
r034s013,0.9397,9.22,1.73,0.47,0.02,0.9109,1,0
r034s014,0.8252,19.05,4.12,1.27,0.2408,0.7135,1,0
r034s015,0.8541,8.77,2.83,0.67,0.057,0.8579,2,0
r034s021,0.71,7.48,4.24,0.89,0.335,0.7518,1,0
r034s022,0.7083,46.7,44.5,4.3,0.1622,0.7969,4,1
r034s025,0.8454,5.0,2.0,0.53,0.1912,0.8803,1,0
r034s026,0.8417,9.85,3.61,1.16,0.241,0.6717,1,0
r034s032,0.6971,12.21,3.18,0.77,0.0246,0.8763,2,0
r034s033,0.8493,2.24,1.0,0.33,0.3196,0.9651,1,0
r034s036,0.5525,2.0,1.41,0.49,1.5205,0.8818,1,0
r034s037,0.7966,2.0,1.0,0.32,0.3541,0.9762,1,0
r034s039,0.8324,18.68,6.78,1.46,0.1681,0.6751,2,0
r034s040,0.8446,5.1,1.73,0.4,0.0875,0.9204,1,0
r034s046,0.615,4.12,2.24,0.65,0.5338,0.7992,1,0
r034s047,0.6148,9.22,4.12,1.07,0.2486,0.7123,2,0
r034s048,0.4467,28.3,14.8,3.36,0.3629,0.578,2,0
r035s001,0.7817,4.24,2.06,0.64,0.3456,0.7615,1,0
r035s002,0.8101,6.04,2.92,0.58,0.1745,0.8376,2,0
r035s003,0.781,2.5,1.5,0.33,0.1512,0.9024,1,0
r035s004,0.7598,22.55,6.5,1.66,0.2893,0.5077,3,2
r035s005,0.8222,2.69,1.12,0.34,0.0122,0.9236,2,0
r035s006,0.8978,6.8,1.8,0.49,0.0738,0.8754,1,0
r035s007,0.6794,8.32,3.54,0.72,0.4205,0.7476,1,0
r035s008,0.8442,2.87,1.12,0.28,0.0969,0.9398,2,0
r035s009,0.2865,13.01,12.0,3.29,4.177,0.4258,1,0
r035s010,0.7264,18.03,5.83,2.02,0.2841,0.4027,4,2
r035s011,0.8482,3.2,1.41,0.37,0.2109,0.8993,1,0
r035s012,0.8212,15.31,4.39,0.82,0.0065,0.8132,3,2
r035s013,0.2337,9.03,6.73,1.69,0.7688,0.3338,2,0
r035s014,0.7202,13.28,5.41,1.24,0.3862,0.6341,4,1
r035s015,0.805,12.81,5.59,1.42,0.3984,0.6043,8,2
r038s001,0.5047,7.07,4.12,1.25,0.5285,0.5565,2,0
r038s003,0.6578,3.16,2.24,0.71,0.5069,0.7201,1,0
r038s005,0.8382,12.12,5.92,1.64,0.2457,0.5304,1,0
r038s006,0.7686,3.46,1.73,0.43,0.3298,0.8759,2,0
r038s007,0.1192,63.37,60.75,17.73,0.8908,0.1709,4,3
r038s008,0.7327,11.0,6.16,1.83,0.3226,0.4696,1,0
r038s009,0.7305,8.0,4.24,1.31,0.4081,0.5525,1,0
r038s010,0.866,2.0,1.0,0.25,0.1867,0.9819,1,0
r038s011,0.8206,4.12,1.41,0.45,0.1065,0.9106,1,0
r038s012,0.2378,46.24,42.31,12.93,0.7672,0.2743,6,4
r038s013,0.7672,20.12,8.0,2.05,0.3359,0.4465,1,0
r038s014,0.8439,14.46,6.71,1.98,0.2616,0.4943,1,0
r038s015,0.9076,4.24,1.41,0.42,0.0976,0.9262,1,0
r038s016,0.72,6.48,3.0,1.07,0.4301,0.5743,1,0
r038s017,0.7719,10.2,5.1,1.41,0.1195,0.6473,3,0
r038s018,0.6854,10.82,5.84,1.14,0.1527,0.758,3,1
r038s019,0.7951,22.23,5.66,1.49,0.0026,0.6179,3,2
r038s020,0.5785,41.7,21.63,4.51,0.3043,0.6415,5,2
r038s021,0.7467,2.45,1.41,0.38,0.3664,0.8901,1,0
r038s022,0.8563,9.17,3.32,0.93,0.2159,0.702,1,0
r038s023,0.7025,5.74,2.0,0.58,0.4085,0.8396,1,0
r038s024,0.7595,2.83,1.41,0.5,0.3403,0.9129,1,0
r038s025,0.906,7.07,2.24,0.71,0.0571,0.8256,1,0
r038s026,0.5202,4.47,3.45,0.8,0.6048,0.6556,2,0
r038s027,0.6168,20.83,13.65,3.18,0.364,0.5881,4,0
r038s028,0.7483,23.43,7.0,2.18,0.3841,0.4255,1,0
r038s029,0.5824,40.57,24.92,4.77,0.3518,0.4453,4,0
r038s030,0.3337,35.06,14.9,4.02,0.0441,0.3747,7,1
r038s031,0.2687,46.14,42.16,20.55,0.4214,0.2912,3,2
r038s032,0.7894,15.56,3.0,0.85,0.2565,0.8054,1,0
r038s033,0.8098,5.39,2.24,0.67,0.0866,0.8322,1,0
r038s034,0.3935,26.72,18.47,3.9,0.7261,0.37,4,0
r038s035,0.0789,67.45,63.43,26.28,0.9503,0.1314,2,1
r038s036,0.7259,8.0,3.61,1.29,0.4197,0.5286,1,0
r038s037,0.7952,4.12,2.0,0.49,0.2655,0.8574,1,0
r038s038,0.6768,5.1,2.0,0.58,0.3711,0.8199,2,0
r038s039,0.8548,6.0,2.0,0.66,0.0385,0.8328,1,0
r038s040,0.8243,13.34,4.9,1.12,0.1399,0.7336,1,0
r038s041,0.8077,9.0,2.45,0.55,0.2005,0.8734,1,0
r038s042,0.6946,37.71,9.64,2.31,0.4358,0.4562,5,1
r038s043,0.5735,21.66,14.07,4.0,0.5935,0.2077,1,0
r038s044,0.899,2.24,1.0,0.25,0.0849,0.9712,1,0
r038s045,0.7377,7.68,3.16,0.85,0.3491,0.7167,1,0
r038s046,0.7739,38.29,27.17,2.72,0.1625,0.7721,5,2
r038s047,0.7604,9.27,4.12,0.99,0.3093,0.6973,2,0
r038s048,0.7556,12.08,5.74,1.22,0.3332,0.6654,1,0
r038s049,0.7965,14.46,5.48,1.6,0.2963,0.5089,2,0
r038s050,0.8562,1.41,1.0,0.31,0.2069,0.9892,1,0
r038s051,0.4973,33.63,19.65,4.66,0.6531,0.2416,1,0
r038s052,0.7891,29.48,14.87,1.95,0.2694,0.6697,4,1
r038s053,0.7995,46.9,7.35,2.19,0.0402,0.5094,3,1
r038s054,0.3442,39.12,33.3,8.51,0.7611,0.3405,6,3
r038s055,0.497,7.68,5.66,0.97,0.6335,0.6236,3,0
r038s056,0.9031,28.62,4.0,1.28,0.0572,0.6424,2,1
r038s057,0.9068,1.41,1.0,0.19,0.0479,0.9929,1,0
r038s058,0.5627,5.74,3.38,0.82,0.348,0.7288,1,0
r038s059,0.7886,9.49,4.69,1.26,0.2315,0.6296,2,1
r038s060,0.8291,24.41,6.08,1.53,0.0704,0.6511,1,0
r038s061,0.7188,105.49,11.09,3.82,0.1106,0.2855,1,0
r038s062,0.7228,2.24,1.54,0.43,0.2939,0.8782,1,0
r038s063,0.7472,11.58,5.74,1.66,0.3743,0.4915,1,0
r038s064,0.6302,16.88,12.81,2.03,0.4774,0.5437,5,2
r038s065,0.5069,19.03,8.66,1.84,0.3681,0.622,5,1
r038s066,0.8713,8.6,2.45,0.71,0.0858,0.8243,1,0
r038s067,0.5745,34.47,5.76,1.8,0.5279,0.6656,4,1
r038s068,0.6754,3.74,2.83,0.68,0.0457,0.8144,1,0
r038s069,0.8271,3.74,1.41,0.45,0.2257,0.8975,1,0
r038s070,0.889,19.21,2.0,0.47,0.1335,0.891,1,0
r038s071,0.8693,14.35,6.08,1.45,0.1949,0.6134,1,0
r038s072,0.8498,29.43,3.74,1.14,0.0943,0.7172,2,1
r038s073,0.2528,7.07,4.24,1.16,0.8553,0.4835,2,0
r038s074,0.6417,5.66,3.16,0.66,0.2816,0.8239,3,0
r038s075,0.3216,27.37,23.4,6.7,0.7263,0.3371,4,2
r038s076,0.7978,16.16,2.83,0.72,0.2454,0.8703,8,1
r038s077,0.8286,13.49,5.92,1.47,0.2563,0.64,1,0
r038s078,0.8735,10.68,4.24,1.54,0.2004,0.4804,1,0
r038s079,0.275,25.42,22.45,9.31,1.0099,0.3061,4,2
r038s080,0.4321,54.29,47.27,4.04,0.6688,0.4513,5,2
r038s081,0.7627,17.0,5.1,1.37,0.1481,0.6688,3,0
r038s082,0.5605,71.87,11.05,2.22,0.3481,0.6457,2,0
r038s083,0.7442,7.55,3.61,0.69,0.0307,0.8509,3,1
r038s084,0.8162,11.0,3.32,1.04,0.0155,0.6837,1,0
r038s085,0.7541,11.58,6.0,1.52,0.341,0.5452,1,0
r038s086,0.2889,52.43,48.48,6.84,0.7868,0.3263,6,3
r038s089,0.6932,26.55,3.32,1.13,0.4147,0.6716,2,0
r038s090,0.8236,5.82,2.18,0.67,0.21,0.8169,1,0
r038s091,0.8373,21.68,1.73,0.72,0.0133,0.9288,7,1
r038s092,0.8595,10.82,3.74,1.01,0.0452,0.718,2,0
r038s093,0.6036,3.0,2.24,0.73,0.5654,0.6768,1,0
r038s094,0.7376,24.29,7.0,1.36,0.2301,0.7909,3,0
r038s095,0.8142,5.1,1.79,0.43,0.2897,0.8801,1,0
r038s096,0.6832,5.1,2.83,0.6,0.4398,0.8012,2,0
r038s097,0.3104,43.91,37.36,6.79,0.7725,0.337,7,3
r038s098,0.5854,7.07,3.61,0.77,0.51,0.7091,1,0
r039s001,0.7433,3.76,2.03,0.47,0.3856,0.7225,1,0
r039s002,0.727,5.27,2.46,0.7,0.421,0.6366,1,0
r039s003,0.8169,4.65,1.72,0.42,0.1985,0.7785,1,0
r039s005,0.815,24.59,10.93,2.45,0.2825,0.4375,1,0
r040s001,0.7854,3.74,1.41,0.38,0.2244,0.9097,2,0
r040s002,0.7266,33.12,2.83,1.71,0.5358,0.863,2,0
r040s003,0.3758,41.58,32.79,6.79,0.7487,0.336,3,1
r040s004,0.669,39.66,33.02,3.46,0.4576,0.6767,4,2
r040s005,0.6982,7.0,3.32,0.9,0.4398,0.6948,1,0
r040s006,0.5851,12.57,6.0,2.28,1.3839,0.3716,4,0
r040s007,0.8059,17.83,8.77,2.74,0.3153,0.3319,1,0
r040s008,0.6448,9.54,3.32,1.25,0.8428,0.6063,4,1
r040s009,0.6228,33.39,3.16,1.06,0.786,0.6561,9,0
r040s010,0.8359,13.6,6.48,1.52,0.2222,0.6036,1,0
r040s011,0.8717,4.58,1.41,0.46,0.0192,0.9109,2,0
r040s012,0.857,6.16,1.0,0.28,0.1025,0.9723,2,0
r040s013,0.8985,2.0,1.0,0.36,0.17,0.9842,1,0
r040s014,0.4545,7.35,4.42,0.78,0.7011,0.6129,3,0
r040s015,0.7785,18.0,9.06,2.87,0.4899,0.2696,1,0
r040s016,0.836,9.27,3.74,0.96,0.126,0.6683,1,0
r040s017,0.6514,20.86,17.98,3.11,0.1883,0.7774,4,1
r040s018,0.8825,9.27,4.0,1.02,0.1543,0.692,1,0
r040s019,0.708,4.9,2.24,0.52,0.0741,0.8514,4,0
r040s020,0.8235,6.71,3.0,0.92,0.2819,0.6069,1,0
r040s022,0.884,68.47,1.0,0.36,0.0764,0.9745,1,0
r040s023,0.8526,21.66,5.39,1.18,0.0622,0.6937,3,2
r040s024,0.753,15.84,4.12,1.07,0.3445,0.6816,9,0
r040s025,0.8791,14.87,6.32,1.49,0.1116,0.6213,1,0
r040s026,0.9239,10.34,3.46,0.95,0.0832,0.7223,1,0
r040s027,0.6805,33.62,9.43,2.71,0.1563,0.4537,1,0
r040s028,0.8551,13.15,5.83,1.66,0.2259,0.5263,1,0
r040s029,0.769,10.44,5.0,1.78,0.1402,0.4609,2,0
r040s030,0.9055,12.3,4.36,1.35,0.1045,0.585,1,0
r040s031,0.8785,15.07,5.39,1.55,0.1674,0.586,1,0
r040s032,0.7847,16.58,8.06,2.0,0.3176,0.5035,1,0
r040s033,0.8408,12.69,4.24,1.34,0.1722,0.5804,1,0
r040s034,0.8949,14.9,5.0,1.18,0.1126,0.6848,1,0
r040s035,0.8878,20.3,1.73,0.59,0.1144,0.9105,1,0
r040s036,0.6679,22.58,13.15,2.84,0.48,0.5065,1,0
r040s037,0.939,9.7,3.32,0.93,0.037,0.7466,1,0
r040s038,0.8642,9.0,3.16,0.78,0.0878,0.7921,1,0
r040s039,0.7308,12.99,7.26,1.77,0.3394,0.5138,1,0
r040s041,0.9021,9.27,3.74,0.95,0.0309,0.74,1,0
r040s042,0.8632,17.49,6.0,1.21,0.1965,0.6833,3,1
r040s043,0.618,24.52,12.73,2.92,0.5361,0.6115,24,18
r040s044,0.9208,11.49,3.46,1.03,0.0983,0.6765,1,0
r040s045,0.8071,4.58,2.24,0.59,0.2991,0.8052,1,0
r040s046,0.8147,2.24,1.0,0.27,0.0677,0.9835,2,0
r040s047,0.8358,5.39,2.24,0.53,0.2095,0.8422,1,0
r040s048,0.78,5.39,2.24,0.56,0.1161,0.8677,1,0
r040s049,0.6399,14.73,7.36,1.56,0.4785,0.5947,1,0
r040s050,0.6685,14.73,8.12,2.5,0.4905,0.3555,3,1
r040s051,0.3598,10.63,9.7,3.43,0.7107,0.4128,1,0
r040s052,0.8736,7.21,1.0,0.4,0.0009,0.9501,2,1
r040s053,0.8532,13.42,6.4,1.62,0.175,0.586,1,0
r040s054,0.7682,8.25,4.0,0.77,0.316,0.7692,1,0
r040s055,0.5537,10.25,5.66,1.19,0.5464,0.6204,4,0
r040s056,0.8432,2.45,1.41,0.33,0.195,0.912,1,0
r040s057,0.1781,47.27,43.1,12.95,0.6552,0.2434,12,9
r040s058,0.611,4.12,3.0,0.76,0.9706,0.7654,1,0
r040s059,0.8462,22.02,11.76,2.16,0.1493,0.5708,2,0
r040s060,0.9009,6.16,1.98,0.53,0.0563,0.8642,1,0
r040s061,0.7507,20.52,8.25,2.45,0.3852,0.4301,1,0
r040s062,0.6512,5.0,3.0,0.81,0.513,0.6794,1,0
