case_id,DSC_1,HD_1,HD95_1,ASSD_1,RVE_1,NSD_1,NLesions_1,MissedLesions_1
r001s001,0.7916,52.67,10.34,2.49,0.2549,0.6042,4,1
r001s002,0.9135,49.83,3.16,0.86,0.004,0.8191,3,2
r001s003,0.791,10.82,3.11,0.68,0.3268,0.8308,2,0
r001s004,0.6887,107.6,101.1,19.44,0.2402,0.5892,3,2
r001s005,0.331,31.84,23.37,4.79,0.7936,0.453,1,0
r001s006,0.1606,40.01,28.3,6.02,0.8747,0.2169,4,2
r001s007,0.7074,16.52,2.24,0.96,0.4512,0.8708,2,0
r001s008,0.1653,75.83,70.11,11.76,0.9093,0.1882,4,3
r001s009,0.6096,38.47,6.4,1.64,0.7354,0.6093,7,3
r001s010,0.8296,9.64,4.26,1.17,0.0976,0.6701,2,1
r001s011,0.8928,4.24,1.41,0.35,0.0046,0.9473,2,0
r001s012,0.4623,17.46,11.87,2.83,0.6344,0.4545,1,0
r001s013,0.438,58.91,13.38,4.35,0.8734,0.3524,4,2
r001s014,0.5591,48.55,39.19,6.11,0.5985,0.5099,1,0
r001s015,0.8951,5.1,1.41,0.39,0.006,0.9325,2,0
r001s016,0.3149,39.86,8.77,2.38,0.8042,0.415,7,5
r001s017,0.5523,54.58,51.75,6.29,0.4983,0.5231,3,1
r001s018,0.9198,1.0,1.0,0.13,0.0609,1.0,1,0
r001s019,0.7889,47.17,5.48,1.44,0.1191,0.6308,3,2
r001s020,0.8366,22.16,6.71,1.48,0.0286,0.722,1,0
r001s021,0.6947,25.08,8.94,1.4,0.2003,0.8064,4,2
r001s022,0.0,57.88,56.32,44.88,9.5405,0.0,1,1
r001s023,0.0,29.43,28.93,26.42,2.25,0.0,1,1
r001s024,0.7925,2.45,1.41,0.42,0.5052,0.939,1,0
r001s025,0.8854,3.0,1.73,0.35,0.1073,0.9112,1,0
r001s026,0.8645,40.12,1.41,0.49,0.0656,0.9302,2,1
r001s027,0.8086,55.48,52.84,3.08,0.2588,0.9117,2,1
r001s028,0.862,1.0,1.0,0.2,0.2321,1.0,1,0
r001s029,0.6045,17.72,8.98,1.67,0.1459,0.7026,1,0
r001s030,0.3983,61.72,9.27,2.44,0.7181,0.4402,4,2
r001s031,0.8223,13.89,7.21,1.44,0.2251,0.6972,1,0
r001s032,0.2493,53.92,45.52,19.13,0.5687,0.2345,4,3
r001s033,0.9012,50.37,2.83,0.73,0.0936,0.8605,2,1
r001s034,0.8156,6.71,3.74,0.61,0.1525,0.8752,1,0
r001s036,0.8574,15.17,8.28,0.99,0.1202,0.8714,3,2
r001s037,0.6424,68.1,6.08,1.91,0.1285,0.6168,5,2
r001s038,0.0102,36.39,35.87,26.41,0.7595,0.0256,2,1
r001s039,0.309,23.9,19.72,4.45,4.0242,0.4281,1,0
r001s040,0.0058,54.38,48.86,9.79,0.5476,0.0261,2,1
r002s001,0.8261,7.35,2.24,0.68,0.0864,0.8425,1,0
r002s002,0.9071,48.51,28.12,2.13,0.1186,0.9175,4,3
r002s003,0.781,13.19,5.1,0.84,0.2608,0.8189,8,1
r002s004,0.9109,18.79,1.0,0.49,0.136,0.9706,2,1
r002s005,0.9347,3.32,1.0,0.2,0.0118,0.9868,1,0
r002s006,0.1698,55.32,32.08,9.83,0.8724,0.2706,2,0
r002s007,0.9113,3.16,1.0,0.29,0.091,0.9621,1,0
r002s008,0.9049,7.14,3.16,0.79,0.0843,0.8058,1,0
r002s009,0.8781,39.66,19.31,1.93,0.1608,0.8556,1,0
r002s010,0.9394,11.18,2.24,0.55,0.0547,0.8882,1,0
r002s011,0.7972,48.36,35.36,4.45,0.0375,0.7783,4,1
r002s012,0.8513,12.12,3.09,0.66,0.1579,0.8681,4,2
r003s001,0.8399,11.36,3.74,0.77,0.2315,0.7959,1,0
r003s002,0.4874,31.59,11.38,2.51,0.6745,0.4283,1,0
r003s003,0.9497,11.31,2.45,0.54,0.0326,0.8906,1,0
r003s004,0.9204,12.0,3.61,0.8,0.1197,0.8023,1,0
r003s005,0.9577,6.71,1.41,0.39,0.0171,0.9336,1,0
r003s006,0.8966,2.0,1.0,0.18,0.0566,0.9927,1,0
r003s007,0.7131,11.22,5.48,0.92,0.3357,0.7974,1,0
r003s008,0.9082,13.08,3.0,0.97,0.0581,0.7223,1,0
r003s009,0.9248,38.3,1.41,0.55,0.0742,0.9294,2,1
r003s010,0.5174,68.24,66.76,29.0,0.1254,0.5033,3,2
r003s011,0.7901,21.05,9.49,1.36,0.2996,0.7676,1,0
r003s012,0.737,13.42,5.39,1.41,0.3803,0.5721,1,0
r003s013,0.8703,5.2,1.41,0.43,0.2841,0.9454,1,0
r003s014,0.8878,9.49,2.0,0.44,0.0379,0.9118,1,0
r003s015,0.8387,63.66,3.47,1.94,0.1941,0.7988,3,2
r004s001,0.8836,41.22,1.73,0.65,0.0523,0.9056,2,1
r004s002,0.8775,37.11,7.81,1.52,0.1701,0.7988,2,1
r004s003,0.3179,56.86,39.37,8.26,0.7903,0.3647,3,2
r004s004,0.9475,17.15,2.24,0.66,0.0607,0.842,4,3
r004s005,0.695,48.52,11.18,2.71,0.6796,0.6518,4,3
r004s006,0.8644,29.95,2.24,0.8,0.0734,0.9003,2,1
r004s007,0.6849,75.85,6.94,1.9,0.4266,0.7066,12,9
r004s008,0.8369,8.37,1.41,0.42,0.1302,0.9377,1,0
r004s009,0.9262,7.87,2.24,0.6,0.0738,0.8454,1,0
r004s010,0.8101,11.7,4.12,0.85,0.2578,0.7628,2,1
r004s011,0.8743,14.56,3.61,0.72,0.1422,0.8408,1,0
r004s012,0.655,68.01,8.66,2.36,0.9549,0.6645,3,2
r004s013,0.8968,7.07,1.73,0.54,0.1412,0.9031,1,0
r004s014,0.8809,8.54,2.83,0.54,0.1967,0.8889,1,0
r004s015,0.8729,15.0,3.32,1.03,0.1895,0.7542,1,0
r004s016,0.8355,41.53,1.41,0.66,0.2848,0.9327,3,1
r004s017,0.8911,19.21,1.73,0.54,0.0799,0.9199,1,0
r004s018,0.8261,28.09,9.51,1.77,0.1828,0.6764,2,0
r004s019,0.8338,46.79,30.95,3.11,0.1983,0.7988,4,3
r004s020,0.9231,11.87,3.0,0.73,0.0891,0.8369,1,0
r004s021,0.8904,33.12,8.06,1.38,0.0201,0.8632,2,0
r004s022,0.9422,5.83,1.41,0.39,0.0369,0.9337,1,0
r004s023,0.8244,13.75,5.0,0.99,0.1748,0.7918,1,0
r004s024,0.8642,14.28,4.24,0.92,0.0966,0.8064,1,0
r004s025,0.3621,43.47,11.58,3.91,3.3094,0.3503,4,2
r004s026,0.8444,33.84,19.0,2.34,0.1557,0.7792,1,0
r004s027,0.8871,22.2,6.48,1.4,0.1612,0.7101,1,0
r004s028,0.8307,17.83,6.0,1.33,0.1629,0.6947,1,0
r004s029,0.8492,22.46,3.35,0.82,0.1145,0.7611,3,1
r004s030,0.9154,18.03,3.0,0.66,0.0148,0.8393,1,0
r004s031,0.8095,44.61,20.8,2.1,0.2218,0.8286,2,1
r004s032,0.9373,37.91,1.41,0.41,0.0589,0.9338,2,1
r004s033,0.9285,12.21,3.16,0.89,0.0766,0.7614,1,0
r004s034,0.9071,5.1,1.41,0.45,0.1546,0.9295,1,0
r004s035,0.901,12.73,4.12,1.02,0.1343,0.7514,1,0
r004s036,0.6,12.53,5.66,1.38,0.4942,0.6157,4,1
r004s037,0.8646,12.45,4.36,0.83,0.2027,0.8295,1,0
r005s015,0.8156,20.12,8.77,2.13,0.1915,0.5184,1,0
r005s016,0.8113,5.48,1.0,0.36,0.2613,0.9614,1,0
r005s025,0.9167,10.34,2.45,0.74,0.0242,0.8045,1,0
r005s026,0.3371,40.85,40.11,12.37,0.22,0.5795,1,0
r005s030,0.9321,5.39,2.0,0.55,0.0688,0.8784,1,0
r005s031,0.8876,16.4,3.0,0.84,0.0259,0.7896,3,0
r005s034,0.3163,30.0,25.61,6.8,0.684,0.4043,2,1
r005s044,0.6927,40.44,38.5,5.6,0.7759,0.8038,1,0
r005s045,0.7759,5.92,1.99,0.41,0.1168,0.9242,2,0
r005s046,0.9227,10.2,2.24,0.64,0.0505,0.8829,1,0
r005s047,0.3959,57.66,54.09,4.89,2.9491,0.4877,1,0
r005s048,0.5655,53.84,50.97,4.23,1.3797,0.6253,1,0
r005s049,0.8392,9.43,2.91,0.77,0.0144,0.8002,2,0
r005s054,0.6215,47.56,5.48,1.32,0.5321,0.6379,2,1
r005s055,0.8303,5.0,1.41,0.29,0.0188,0.9477,1,0
r005s056,0.8406,4.47,1.6,0.39,0.1052,0.9187,1,0
r005s057,0.8952,3.61,1.0,0.26,0.0865,0.9681,1,0
r005s058,0.9106,4.36,1.41,0.37,0.0442,0.938,1,0
r005s059,0.742,38.85,18.81,2.63,0.2679,0.6447,2,1
r005s068,0.9036,5.66,2.45,0.73,0.1055,0.8156,1,0
r005s069,0.8209,44.68,2.0,0.87,0.1179,0.9057,4,1
r005s070,0.8174,1.73,1.0,0.28,0.204,0.976,1,0
r005s071,0.8332,2.24,1.0,0.3,0.015,0.9661,1,0
r005s072,0.6436,8.6,5.39,1.2,0.4438,0.6529,1,0
r005s073,0.7101,71.26,69.06,9.53,0.7387,0.8117,1,0
r005s074,0.9321,8.06,2.0,0.65,0.0826,0.8416,2,1
r005s075,0.6472,18.06,12.04,2.97,0.3993,0.5049,1,0
r005s076,0.5105,27.59,24.35,3.76,0.7686,0.6573,6,1
r005s077,0.6101,40.05,6.71,2.46,0.4187,0.646,1,0
r005s078,0.835,2.24,1.0,0.25,0.2903,0.9904,1,0
r005s079,0.9074,8.12,2.0,0.58,0.0323,0.8597,1,0
r005s080,0.7977,39.29,36.81,5.3,0.2137,0.8165,2,1
r005s081,0.8759,10.05,2.24,0.56,0.1497,0.9097,1,0
r005s082,0.5282,26.0,13.38,2.61,1.2768,0.6271,4,1
r005s084,0.6865,47.28,42.75,7.49,0.447,0.7733,1,0
r005s085,0.6918,78.72,72.17,10.88,0.0148,0.6708,6,4
r005s086,0.0,81.28,78.2,70.93,0.9608,0.0,4,4
r008s001,0.2563,40.18,13.57,3.61,0.8518,0.1454,1,0
r008s002,0.0,21.27,19.89,15.46,0.4421,0.0,1,1
r008s003,0.0,,,,1.0,,1,1
r008s004,0.2046,64.5,21.04,13.3,0.8442,0.2763,2,1
r008s006,0.0,,,,1.0,,1,1
r008s007,0.0307,37.81,32.44,13.92,0.942,0.0134,1,0
r008s008,0.0,41.31,38.69,30.1,0.9299,0.0,1,1
r009s001,0.0664,84.01,81.49,41.62,0.9566,0.0925,2,1
r009s002,0.886,1.73,1.0,0.2,0.1337,0.9741,1,0
r009s003,0.6753,8.77,6.71,2.27,0.5676,0.4224,3,2
r009s004,0.858,39.71,4.58,1.34,0.0647,0.6323,3,2
r009s005,0.718,70.44,64.22,3.42,0.4068,0.7638,3,1
r009s006,0.4185,64.63,56.66,13.26,0.7576,0.4375,4,3
r009s007,0.7021,49.78,11.0,3.65,0.807,0.3421,4,1
r009s008,0.3201,57.94,53.22,11.86,0.7869,0.3767,8,4
r009s009,0.81,107.39,4.36,2.99,0.0179,0.7651,3,2
r009s010,0.8459,3.16,1.41,0.49,0.3543,0.9053,1,0
r009s011,0.5862,52.5,15.91,2.93,0.6438,0.6846,3,0
r009s012,0.747,3.0,1.41,0.43,0.0244,0.9114,2,0
r009s013,0.0,41.97,39.96,32.1,0.3881,0.0,3,3
r009s014,0.1588,48.22,44.59,22.06,0.2813,0.2069,2,1
r009s015,0.0,,,,1.0,,2,2
r009s016,0.0,,,,1.0,,1,1
r009s017,0.4987,59.87,56.75,12.36,0.5448,0.5269,7,5
r009s018,0.49,4.58,3.22,0.87,0.6597,0.628,1,0
r009s020,0.6855,30.1,27.1,3.25,0.424,0.7425,2,1
r009s021,0.6744,72.36,28.0,4.18,0.0588,0.6675,3,2
r009s022,0.8504,72.06,5.0,1.45,0.1598,0.6423,2,1
r009s024,0.0658,80.1,66.11,19.98,0.9575,0.0803,8,6
r009s025,0.0,53.22,50.39,40.32,0.9895,0.0,1,1
r009s026,0.0,,,,1.0,,1,1
r009s027,0.7007,5.2,1.98,0.47,0.3295,0.8918,2,1
r009s028,0.0,,,,1.0,,1,1
r009s029,0.6711,54.13,46.85,3.65,0.4545,0.5277,2,1
r009s030,0.1051,50.49,48.12,19.88,0.5246,0.1645,4,3
r009s031,0.4697,2.83,2.24,0.61,0.6931,0.7736,1,0
r009s032,0.1777,70.95,45.59,6.29,0.8921,0.2369,8,4
r009s034,0.2845,92.15,87.99,31.86,0.6893,0.2898,4,3
r009s035,0.0,51.63,51.29,49.56,0.5714,0.0,1,1
r009s036,0.0,75.29,74.25,67.95,0.3776,0.0,1,1
r009s037,0.4704,62.1,17.72,4.84,1.2923,0.5704,5,2
r009s038,0.4656,34.36,30.35,6.97,0.1001,0.5836,1,0
r009s039,0.0,,,,1.0,,1,1
r009s040,0.1093,68.71,59.79,20.88,0.8324,0.1529,3,0
r009s041,0.8338,4.58,1.73,0.41,0.0882,0.9199,1,0
r009s043,0.4905,56.34,53.92,15.85,0.3877,0.5459,2,1
r009s044,0.6488,44.58,11.79,2.1,0.411,0.621,13,8
r009s045,0.8671,2.24,1.0,0.26,0.2093,0.9797,1,0
r009s046,0.0023,61.66,60.01,41.6,0.0913,0.0099,3,2
r009s048,0.0,,,,1.0,,1,1
r009s049,0.1183,56.45,49.05,12.58,0.9283,0.201,5,2
r009s050,0.2439,67.47,35.57,15.01,0.5579,0.2518,4,3
r009s051,0.4154,30.56,25.95,3.81,0.7291,0.4077,5,2
r009s052,0.8181,11.22,3.61,0.83,0.0399,0.8295,4,0
r009s053,0.5824,67.54,65.72,14.38,0.2999,0.6525,4,1
r009s054,0.8501,2.24,1.0,0.27,0.1963,0.9653,1,0
r009s055,0.0,56.89,45.33,35.69,0.987,0.0,1,1
r009s056,0.4314,41.7,41.09,6.6,0.6923,0.5423,3,1
r009s057,0.9078,1.0,1.0,0.12,0.0946,1.0,1,0
r009s058,0.6859,56.73,52.67,5.16,0.4664,0.7581,4,2
r009s060,0.0287,57.78,55.65,41.66,0.7553,0.0562,5,4
r009s061,0.3137,31.59,28.11,9.15,1.5879,0.442,2,0
r009s062,0.64,69.89,67.88,13.57,0.0556,0.7114,1,0
r009s063,0.7546,86.51,23.26,3.93,0.5431,0.7459,1,0
r009s064,0.8695,11.7,3.49,0.71,0.1999,0.8766,2,0
r009s065,0.2918,58.57,57.58,14.34,4.8542,0.4726,1,0
r009s066,0.0532,73.76,71.66,26.44,0.9301,0.0913,5,4
r009s067,0.7096,14.46,5.83,1.57,0.58,0.6278,3,0
r009s071,0.2326,48.55,44.23,12.3,0.7465,0.2707,1,0
r009s072,0.8609,13.34,5.83,0.9,0.0253,0.8571,1,0
r009s073,0.4101,46.27,44.38,10.37,0.505,0.4578,1,0
r009s074,0.0,82.77,81.51,73.12,0.9571,0.0,4,4
r009s075,0.3879,14.0,3.45,1.4,0.7209,0.5845,1,0
r009s076,0.0945,77.39,76.46,33.44,0.3962,0.2069,1,0
r009s077,0.8559,8.06,3.0,0.68,0.217,0.8033,2,1
r009s078,0.5347,63.69,58.31,4.52,0.059,0.6059,7,1
r009s079,0.1311,84.49,82.59,11.14,13.25,0.1827,1,0
r009s082,0.0,43.52,42.31,39.23,0.1463,0.0,1,1
r009s083,0.915,17.23,2.24,0.53,0.0474,0.8733,1,0
r009s084,0.0183,57.5,52.95,17.66,107.1538,0.0705,1,0
r009s085,0.7556,27.96,5.83,1.38,0.0236,0.7024,3,1
r009s086,0.7237,45.88,42.46,8.45,0.0709,0.758,2,1
r009s087,0.3851,11.79,9.0,1.62,0.7602,0.4784,2,0
r009s088,0.1624,41.48,18.47,4.5,0.9075,0.2439,6,1
r009s089,0.9062,13.0,2.0,0.57,0.0033,0.8967,3,0
r009s090,0.0389,49.68,45.7,26.46,0.6523,0.0713,9,7
r009s091,0.4711,10.1,7.21,2.07,2.2453,0.4476,1,0
r009s092,0.5963,56.75,53.72,11.32,0.1315,0.5401,6,5
r009s093,0.388,50.92,23.87,7.55,0.7273,0.3582,2,1
r009s094,0.4715,61.66,44.56,7.73,0.3535,0.5242,9,4
r009s095,0.4667,20.12,19.03,3.93,2.0678,0.5465,1,0
r009s096,0.4834,50.46,43.95,5.35,0.1583,0.5516,7,2
r009s097,0.7862,2.0,1.0,0.33,0.5437,0.9563,1,0
r009s098,0.4338,80.58,9.13,3.25,0.6314,0.4536,2,1
r009s099,0.4505,90.97,89.62,20.85,0.6082,0.4769,4,3
r009s100,0.1256,49.1,48.42,18.91,0.6558,0.2326,2,1
r009s102,0.8414,68.27,62.21,6.5,0.1191,0.8651,3,2
r009s103,0.8655,62.42,3.61,1.24,0.0149,0.7978,4,3
r009s105,0.733,50.33,8.18,2.73,0.0824,0.6939,5,3
r009s106,0.0952,85.06,27.42,18.48,0.9231,0.1743,2,1
r009s107,0.7614,6.16,2.24,0.65,0.0242,0.8156,1,0
r009s108,0.927,8.6,2.24,0.64,0.0635,0.8655,1,0
r009s109,0.7975,77.5,3.32,2.12,0.1646,0.8144,6,4
r009s110,0.5817,24.37,17.59,3.21,0.1915,0.5556,1,0
r009s111,0.3236,103.28,99.62,16.26,3.9783,0.3866,1,0
r009s113,0.0569,107.67,103.79,39.41,0.7064,0.045,4,3
r009s114,0.6781,43.01,30.89,2.8,0.394,0.7803,8,1
r009s115,0.7504,17.38,2.83,0.94,0.3031,0.7651,1,0
r009s117,0.7191,18.49,16.4,2.17,0.347,0.8059,2,1
r009s118,0.7611,7.68,3.16,0.62,0.0973,0.8655,1,0
r009s119,0.8638,3.0,1.0,0.2,0.2397,0.9803,1,0
r009s120,0.7494,8.25,5.75,0.88,0.0625,0.8623,2,1
r009s121,0.8103,5.48,1.73,0.39,0.0226,0.9127,2,0
r009s122,0.0,94.76,93.72,90.73,1.7931,0.0,1,1
r009s123,0.5493,48.25,23.02,3.35,0.6976,0.6639,9,4
r009s124,0.1468,64.19,57.37,31.73,1.9713,0.2303,5,2
r009s125,0.7777,73.14,66.68,5.7,0.0129,0.83,4,2
r009s126,0.2498,55.91,51.89,17.51,0.7691,0.401,9,4
r010s001,0.5026,64.17,59.42,16.45,0.452,0.5165,1,0
r010s002,0.9082,9.43,1.73,0.42,0.0733,0.9297,2,0
r010s003,0.7092,15.59,8.06,1.56,0.4443,0.5979,2,1
r010s004,0.9028,5.2,1.0,0.27,0.0547,0.9508,1,0
r010s005,0.5271,56.69,27.95,4.55,0.6256,0.4803,1,0
r010s006,0.7173,12.53,6.39,1.0,0.2809,0.7858,1,0
r010s007,0.8393,10.3,2.24,0.63,0.2621,0.8584,1,0
r010s008,0.7058,10.95,2.24,0.83,0.435,0.8449,1,0
r010s009,0.1772,8.37,6.46,1.81,0.9028,0.2617,2,0
r010s010,0.3043,14.76,10.98,2.3,3.804,0.4459,3,0
r010s011,0.7708,8.06,3.95,0.6,0.2948,0.8544,1,0
r010s012,0.3776,11.75,9.04,1.75,0.7651,0.4678,2,1
r010s013,0.9036,8.25,2.45,0.4,0.1152,0.9297,2,1
r010s014,0.0522,26.65,22.35,6.39,21.7156,0.057,3,1
r010s016,0.4375,15.39,12.37,2.22,0.7125,0.5211,2,1
r010s018,0.7395,15.17,8.32,1.26,0.3841,0.724,1,0
r010s019,0.8571,2.0,1.0,0.22,0.1556,0.9889,2,0
r010s021,0.7638,2.45,1.41,0.44,0.2426,0.8998,2,0
r010s022,0.3771,5.2,3.61,0.97,2.8163,0.5905,2,0
r010s023,0.6087,10.63,9.07,1.84,0.0992,0.7056,2,1
r010s024,0.7914,2.45,1.0,0.33,0.4552,0.9707,4,0
r010s026,0.7291,1.73,1.41,0.59,0.7391,0.9107,1,0
r010s027,0.7183,59.35,55.68,9.12,0.08,0.7027,4,3
r010s028,0.7119,8.54,5.39,1.26,0.4241,0.6238,2,0
r010s029,0.848,1.73,1.0,0.2,0.1368,0.9741,1,0
r010s032,0.7844,2.45,1.41,0.37,0.0432,0.9147,1,0
r011s001,0.6784,7.81,5.2,0.92,0.4052,0.7436,2,0
r011s002,0.3015,54.43,51.33,15.26,0.7673,0.4623,2,1
r011s003,0.6597,7.55,6.0,1.11,0.362,0.7445,1,0
r011s008,0.6489,11.18,8.34,1.25,0.4029,0.7466,2,0
r011s010,0.8931,7.14,1.41,0.39,0.0811,0.9317,1,0
r011s011,0.0,,,,1.0,,1,1
r011s012,0.7118,11.58,6.4,1.15,0.4026,0.6957,1,0
r011s013,0.0,,,,1.0,,1,1
r011s014,0.8293,42.53,4.53,1.26,0.2593,0.901,3,1
r011s015,0.833,5.92,2.24,0.47,0.227,0.896,1,0
r011s016,0.702,35.13,33.01,4.12,0.3808,0.8102,2,1
r011s017,0.7046,26.48,2.24,1.62,0.6956,0.781,2,1
r011s018,0.7826,19.34,13.15,1.33,0.1794,0.8371,3,1
r011s019,0.8806,4.12,1.19,0.27,0.0668,0.9494,1,0
r011s020,0.8618,19.03,6.82,1.03,0.1835,0.9016,3,1
r011s021,0.8407,1.0,1.0,0.2,0.0517,1.0,1,0
r011s022,0.758,3.16,1.73,0.41,0.3317,0.9073,3,0
r011s023,0.3559,13.96,12.02,2.02,0.7754,0.4411,3,1
r011s024,0.489,13.96,8.31,1.83,0.6714,0.4198,1,0
r011s025,0.899,2.45,1.0,0.29,0.0422,0.928,1,0
r011s026,0.8682,1.0,1.0,0.16,0.0746,1.0,1,0
r011s027,0.7885,24.37,23.85,2.73,0.4762,0.8652,1,0
r011s028,0.8426,64.26,1.0,0.79,0.3314,0.9882,2,0
r011s029,0.8347,43.34,2.45,0.84,0.2327,0.8685,3,1
r011s030,0.7708,8.31,3.16,0.86,0.0648,0.7814,3,0
r011s031,0.8065,4.58,2.24,0.38,0.2129,0.9075,1,0
r011s032,0.8236,37.03,32.82,2.11,0.2186,0.8491,2,0
r011s033,0.8777,1.0,1.0,0.15,0.1061,1.0,1,0
r011s034,0.7395,7.28,4.0,0.77,0.2274,0.8147,1,0
r014s001,0.2773,65.37,63.18,22.16,2.4643,0.4424,2,0
r014s002,0.0,,,,1.0,,1,1
r014s004,0.0,94.07,63.05,69.07,0.9775,0.0,1,1
r014s007,0.0,72.35,71.69,69.64,0.0244,0.0,1,1
r014s008,0.0,53.8,52.56,39.01,0.4155,0.0,2,2
r014s010,0.115,50.1,46.86,33.66,0.6172,0.1921,3,2
r014s012,0.6532,4.24,2.24,0.48,0.3315,0.855,2,0
r014s013,0.0,,,,1.0,,1,1
r014s015,0.0,,,,1.0,,2,2
r015s001,0.8456,7.28,2.92,0.92,0.0319,0.6878,4,0
r015s002,0.8274,141.59,6.44,1.28,0.1062,0.6914,6,3
r015s003,0.9312,120.69,2.69,0.8,0.0305,0.7534,6,5
r015s004,0.8181,21.94,7.16,1.93,0.0921,0.5208,4,1
r015s005,0.7127,15.44,5.83,1.62,0.1269,0.5263,3,2
r015s006,0.4257,20.35,16.55,3.41,2.5287,0.4485,3,0
r015s007,0.7822,14.0,5.59,1.44,0.2183,0.5399,1,0
r015s008,0.8127,132.73,4.61,1.16,0.0055,0.6399,3,1
r015s009,0.8255,5.61,2.5,0.47,0.1633,0.852,1,0
r015s010,0.8354,28.95,3.5,1.01,0.0003,0.6829,4,0
r015s011,0.8735,14.07,5.77,1.08,0.1272,0.7271,5,4
r015s012,0.8,10.87,2.87,0.69,0.1191,0.8271,8,0
r015s013,0.0,32.59,30.68,17.3,0.4985,0.0,2,2
r015s014,0.6168,60.82,56.42,7.73,0.4102,0.5558,4,3
r015s016,0.8908,12.39,5.02,1.31,0.0745,0.6085,2,1
r015s017,0.8496,8.2,2.24,0.56,0.1734,0.8492,2,1
r015s018,0.8249,5.59,1.73,0.52,0.285,0.8731,2,1
r015s019,0.814,3.0,1.12,0.27,0.1945,0.924,1,0
r015s022,0.8385,2.0,1.12,0.26,0.2304,0.9483,1,0
r015s024,0.789,65.49,12.63,3.37,0.4131,0.4552,1,0
r015s025,0.8379,13.75,2.45,0.72,0.0437,0.9025,1,0
r015s026,0.6633,13.61,7.23,1.76,0.397,0.5565,2,0
r015s027,0.3548,15.64,8.73,3.36,0.9901,0.2502,4,2
r016s019,0.8927,2.0,1.0,0.28,0.01,0.9838,1,0
r017s101,0.5032,26.5,20.83,4.07,1.6686,0.5032,2,0
r017s103,0.8461,6.4,2.83,0.88,0.1309,0.7034,1,0
r017s104,0.7845,15.17,4.9,1.24,0.2991,0.6703,7,4
r017s105,0.8444,3.0,1.41,0.39,0.0291,0.937,1,0
r017s106,0.8074,11.36,5.1,1.29,0.389,0.6868,3,0
r017s107,0.1716,54.05,28.84,6.44,7.1034,0.372,2,0
r017s108,0.6265,64.97,56.93,5.58,0.4959,0.7009,3,1
r017s109,0.8862,9.17,2.45,0.62,0.0499,0.8564,1,0
r017s110,0.8773,12.21,4.58,1.12,0.1111,0.6934,3,1
r017s111,0.9019,11.22,1.0,0.29,0.0633,0.9662,1,0
r017s113,0.8631,18.28,10.63,2.27,0.2741,0.442,1,0
r017s116,0.8077,33.03,12.88,2.17,0.3144,0.6736,4,1
r017s117,0.8951,1.41,1.0,0.2,0.0152,0.9818,1,0
r017s118,0.8042,41.22,1.41,1.82,0.3587,0.9276,1,0
r017s119,0.6199,47.93,6.4,1.95,0.2035,0.6431,9,7
r017s121,0.7906,15.33,5.1,1.43,0.3434,0.6,4,1
r018s001,0.9095,6.0,2.0,0.51,0.0829,0.8995,1,0
r018s002,0.8773,13.0,3.16,0.81,0.0437,0.7996,1,0
r018s003,0.6844,19.62,13.12,1.69,0.784,0.7608,2,0
r018s004,0.8948,27.87,2.24,0.65,0.0204,0.8206,1,0
r018s005,0.0,,,,1.0,,3,3
r018s006,0.9132,9.0,2.45,0.73,0.0743,0.7651,1,0
r018s007,0.5062,49.1,13.64,4.14,0.6395,0.3494,2,1
r018s008,0.8735,11.7,2.45,0.61,0.0318,0.8661,2,0
r018s010,0.5137,62.06,8.67,3.21,1.8159,0.5581,1,0
r018s011,0.6894,17.35,8.31,2.66,0.4093,0.3535,1,0
r018s012,0.8545,8.72,2.24,0.66,0.0698,0.8517,1,0
r019s001,0.0,66.01,42.91,34.67,0.4943,0.0,1,1
r019s002,0.7021,2.8,1.4,0.55,0.1933,0.8809,2,0
r019s003,0.7705,2.23,1.38,0.44,0.1717,0.9352,1,0
r019s004,0.8253,88.57,8.43,2.48,0.2754,0.5818,6,4
r019s005,0.3864,45.71,36.17,6.49,0.7324,0.4281,10,6
r019s006,0.0,,,,1.0,,2,2
r019s007,0.6088,76.64,13.11,3.15,0.5465,0.5719,13,8
r019s008,0.7535,13.71,2.4,0.74,0.1331,0.8223,1,0
r019s009,0.7951,10.54,2.8,1.07,0.4305,0.6625,1,0
r019s010,0.4071,44.85,40.99,12.58,1.2227,0.4499,1,0
r019s011,0.7558,29.29,3.91,1.26,0.4795,0.6012,2,1
r019s012,0.8405,18.89,7.77,1.01,0.2471,0.8433,4,2
r019s013,0.827,26.74,4.03,0.97,0.1722,0.8343,7,4
r019s014,0.6783,10.84,5.27,1.07,0.1387,0.7671,6,0
r020s007,0.4045,38.93,24.56,5.21,0.6654,0.4951,15,8
r023s001,0.0238,61.22,54.83,20.46,18.21,0.0774,5,2
r023s002,0.5419,74.37,51.23,10.93,0.3544,0.3773,6,5
r023s003,0.8243,43.6,5.6,1.52,0.0309,0.6762,11,7
r023s004,0.5073,11.07,7.1,1.49,0.6454,0.4515,1,0
r023s005,0.868,18.92,7.02,1.74,0.1892,0.5472,1,0
r023s006,0.9068,7.53,1.79,0.56,0.0225,0.8299,1,0
r023s007,0.7557,64.52,9.4,1.5,0.1925,0.73,2,1
r023s008,0.9527,52.95,1.95,0.89,0.0199,0.8594,3,2
r023s009,0.9027,93.03,6.01,3.18,0.0621,0.7348,3,2
